timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673242099511,30528,cart-1,200,OK,rokomari 1-61,text,true,,142198,122,290,290,https://www.rokomari.com/cart,906,0,0
1673242070294,59872,offer,200,OK,rokomari 1-110,text,true,,332211,242,289,289,https://www.rokomari.com/offer,572,0,0
1673242070294,572,offer-0,301,Moved Permanently,rokomari 1-110,text,true,,1040,119,289,289,https://rokomari.com/offer,572,0,0
1673242070867,59299,offer-1,200,OK,rokomari 1-110,text,true,,331171,123,289,289,https://www.rokomari.com/offer,582,0,0
1673242115045,15153,gift-finder-browse,200,OK,rokomari 1-232,text,true,,115395,328,289,289,https://www.rokomari.com/giftfinderbrowse/2144?categories=2144&whoms=2141,630,0,0
1673242115045,632,gift-finder-browse-0,301,Moved Permanently,rokomari 1-232,text,true,,1085,162,289,289,https://rokomari.com/giftfinderbrowse/2144?categories=2144&whoms=2141,630,0,0
1673242115677,14521,gift-finder-browse-1,200,OK,rokomari 1-232,text,true,,114310,166,289,289,https://www.rokomari.com/giftfinderbrowse/2144?categories=2144&whoms=2141,1625,0,0
1673241784292,346287,electronics,200,OK,rokomari 1-154,text,true,,459547,268,289,289,https://www.rokomari.com/electronics?ref=nm,1720,0,1080
1673241784292,1721,electronics-0,301,Moved Permanently,rokomari 1-154,text,true,,1057,132,289,289,https://rokomari.com/electronics?ref=nm,1720,0,1080
1673241786012,344567,electronics-1,200,OK,rokomari 1-154,text,true,,458490,136,289,289,https://www.rokomari.com/electronics?ref=nm,1742,0,1095
1673242067973,62739,kids-toys,200,OK,rokomari 1-129,text,true,,260616,310,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,1728,0,1108
1673242067973,1728,kids-toys-0,301,Moved Permanently,rokomari 1-129,text,true,,1074,153,289,289,https://rokomari.com/product/category/2864/kids-toys-&-games,1728,0,1108
1673242069702,61010,kids-toys-1,200,OK,rokomari 1-129,text,true,,259542,157,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,1758,0,1182
1673242050041,80672,monihari,200,OK,rokomari 1-196,text,true,,283987,262,289,289,https://www.rokomari.com/monihari?ref=nm,1847,0,1234
1673242050041,1847,monihari-0,301,Moved Permanently,rokomari 1-196,text,true,,1052,129,289,289,https://rokomari.com/monihari?ref=nm,1847,0,1234
1673242051890,78823,monihari-1,200,OK,rokomari 1-196,text,true,,282935,133,289,289,https://www.rokomari.com/monihari?ref=nm,4588,0,2094
1673241983642,147180,kids-toys,200,OK,rokomari 1-222,text,true,,260608,310,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,1866,0,1233
1673241983642,1869,kids-toys-0,301,Moved Permanently,rokomari 1-222,text,true,,1070,153,289,289,https://rokomari.com/product/category/2864/kids-toys-&-games,1866,0,1233
1673241985511,145311,kids-toys-1,200,OK,rokomari 1-222,text,true,,259538,157,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,2267,0,1295
1673242056159,75031,kids-toys,200,OK,rokomari 1-164,text,true,,260618,310,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,7392,0,1201
1673242056159,7392,kids-toys-0,301,Moved Permanently,rokomari 1-164,text,true,,1072,153,289,289,https://rokomari.com/product/category/2864/kids-toys-&-games,7392,0,1201
1673242063550,67640,kids-toys-1,200,OK,rokomari 1-164,text,true,,259546,157,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,1688,0,1078
1673242068214,63355,kids-toys,200,OK,rokomari 1-80,text,true,,260614,310,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,1830,0,1157
1673242068214,1830,kids-toys-0,301,Moved Permanently,rokomari 1-80,text,true,,1076,153,289,289,https://rokomari.com/product/category/2864/kids-toys-&-games,1830,0,1157
1673242070044,61525,kids-toys-1,200,OK,rokomari 1-80,text,true,,259538,157,289,289,https://www.rokomari.com/product/category/2864/kids-toys-&-games,2024,0,1362
1673242082694,49073,monihari,200,OK,rokomari 1-296,text,true,,283997,262,289,289,https://www.rokomari.com/monihari?ref=nm,1714,0,1068
1673242082694,1721,monihari-0,301,Moved Permanently,rokomari 1-296,text,true,,1056,129,289,289,https://rokomari.com/monihari?ref=nm,1714,0,1068
1673242084415,47352,monihari-1,200,OK,rokomari 1-296,text,true,,282941,133,289,289,https://www.rokomari.com/monihari?ref=nm,2560,0,1266
1673242075778,56006,monihari,200,OK,rokomari 1-35,text,true,,283981,262,289,289,https://www.rokomari.com/monihari?ref=nm,1793,0,1145
1673242075778,1794,monihari-0,301,Moved Permanently,rokomari 1-35,text,true,,1058,129,289,289,https://rokomari.com/monihari?ref=nm,1793,0,1145
1673242077572,54212,monihari-1,200,OK,rokomari 1-35,text,true,,282923,133,289,289,https://www.rokomari.com/monihari?ref=nm,1680,0,1137
1673242003443,128460,electronics,200,OK,rokomari 1-241,text,true,,459533,268,289,289,https://www.rokomari.com/electronics?ref=nm,1835,0,1180
