timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673207079894,968,login,200,OK,rokomari 1-21,text,true,,82783,242,50,50,https://www.rokomari.com/login,341,0,247
1673207079894,346,login-0,301,Moved Permanently,rokomari 1-21,text,true,,1044,119,50,50,https://rokomari.com/login,341,0,247
1673207080242,620,login-1,200,OK,rokomari 1-21,text,true,,81739,123,50,50,https://www.rokomari.com/login,463,0,305
1673207079796,1096,login,200,OK,rokomari 1-16,text,true,,82787,242,50,50,https://www.rokomari.com/login,451,0,347
1673207079796,452,login-0,301,Moved Permanently,rokomari 1-16,text,true,,1046,119,50,50,https://rokomari.com/login,451,0,347
1673207080248,644,login-1,200,OK,rokomari 1-16,text,true,,81741,123,50,50,https://www.rokomari.com/login,468,0,313
1673207079960,1113,login,200,OK,rokomari 1-24,text,true,,82783,242,50,50,https://www.rokomari.com/login,285,0,182
1673207079960,285,login-0,301,Moved Permanently,rokomari 1-24,text,true,,1046,119,50,50,https://rokomari.com/login,285,0,182
1673207080246,827,login-1,200,OK,rokomari 1-24,text,true,,81737,123,50,50,https://www.rokomari.com/login,473,0,318
1673207079836,1516,login,200,OK,rokomari 1-18,text,true,,82779,242,50,50,https://www.rokomari.com/login,399,0,306
1673207079836,404,login-0,301,Moved Permanently,rokomari 1-18,text,true,,1040,119,50,50,https://rokomari.com/login,399,0,306
1673207080242,1110,login-1,200,OK,rokomari 1-18,text,true,,81739,123,50,50,https://www.rokomari.com/login,476,0,309
1673207080075,2543,login,200,OK,rokomari 1-30,text,true,,82777,242,50,50,https://www.rokomari.com/login,445,0,324
1673207080075,445,login-0,301,Moved Permanently,rokomari 1-30,text,true,,1040,119,50,50,https://rokomari.com/login,445,0,324
1673207080520,2098,login-1,200,OK,rokomari 1-30,text,true,,81737,123,50,50,https://www.rokomari.com/login,653,0,431
1673207080116,2591,login,200,OK,rokomari 1-32,text,true,,82779,242,50,50,https://www.rokomari.com/login,435,0,305
1673207080116,437,login-0,301,Moved Permanently,rokomari 1-32,text,true,,1040,119,50,50,https://rokomari.com/login,435,0,305
1673207080553,2154,login-1,200,OK,rokomari 1-32,text,true,,81739,123,50,50,https://www.rokomari.com/login,688,0,443
1673207080236,2545,login,200,OK,rokomari 1-38,text,true,,82789,242,50,50,https://www.rokomari.com/login,492,0,303
1673207080236,492,login-0,301,Moved Permanently,rokomari 1-38,text,true,,1050,119,50,50,https://rokomari.com/login,492,0,303
1673207080728,2053,login-1,200,OK,rokomari 1-38,text,true,,81739,123,50,50,https://www.rokomari.com/login,1031,0,477
1673207079620,3527,login,200,OK,rokomari 1-2,text,true,,82781,242,50,50,https://www.rokomari.com/login,718,0,547
1673207079620,718,login-0,301,Moved Permanently,rokomari 1-2,text,true,,1038,119,50,50,https://rokomari.com/login,718,0,547
1673207080339,2808,login-1,200,OK,rokomari 1-2,text,true,,81743,123,50,50,https://www.rokomari.com/login,444,0,286
1673207079697,3536,login,200,OK,rokomari 1-11,text,true,,82789,242,50,50,https://www.rokomari.com/login,579,0,448
1673207079697,580,login-0,301,Moved Permanently,rokomari 1-11,text,true,,1046,119,50,50,https://rokomari.com/login,579,0,448
1673207080277,2956,login-1,200,OK,rokomari 1-11,text,true,,81743,123,50,50,https://www.rokomari.com/login,492,0,315
1673207079636,3622,login,200,OK,rokomari 1-8,text,true,,82787,242,50,50,https://www.rokomari.com/login,660,0,520
1673207079636,675,login-0,301,Moved Permanently,rokomari 1-8,text,true,,1046,119,50,50,https://rokomari.com/login,660,0,520
1673207080312,2946,login-1,200,OK,rokomari 1-8,text,true,,81741,123,50,50,https://www.rokomari.com/login,971,0,275
1673207080434,2934,login,200,OK,rokomari 1-48,text,true,,82785,242,50,50,https://www.rokomari.com/login,589,0,351
1673207080434,589,login-0,301,Moved Permanently,rokomari 1-48,text,true,,1040,119,50,50,https://rokomari.com/login,589,0,351
1673207081024,2344,login-1,200,OK,rokomari 1-48,text,true,,81745,123,50,50,https://www.rokomari.com/login,1355,0,802
1673207079620,3874,login,200,OK,rokomari 1-6,text,true,,82783,242,50,50,https://www.rokomari.com/login,699,0,540
1673207079620,699,login-0,301,Moved Permanently,rokomari 1-6,text,true,,1042,119,50,50,https://rokomari.com/login,699,0,540
1673207080319,3175,login-1,200,OK,rokomari 1-6,text,true,,81741,123,50,50,https://www.rokomari.com/login,1172,0,765
1673207079620,3936,login,200,OK,rokomari 1-1,text,true,,82769,242,50,50,https://www.rokomari.com/login,710,0,546
1673207079620,712,login-0,301,Moved Permanently,rokomari 1-1,text,true,,1036,119,50,50,https://rokomari.com/login,710,0,546
1673207080333,3223,login-1,200,OK,rokomari 1-1,text,true,,81733,123,50,50,https://www.rokomari.com/login,1110,0,734
1673207079816,3742,login,200,OK,rokomari 1-17,text,true,,82791,242,50,50,https://www.rokomari.com/login,526,0,355
1673207079816,527,login-0,301,Moved Permanently,rokomari 1-17,text,true,,1044,119,50,50,https://rokomari.com/login,526,0,355
1673207080344,3214,login-1,200,OK,rokomari 1-17,text,true,,81747,123,50,50,https://www.rokomari.com/login,533,0,296
1673207079975,3770,login,200,OK,rokomari 1-25,text,true,,82785,242,50,50,https://www.rokomari.com/login,304,0,180
1673207079975,305,login-0,301,Moved Permanently,rokomari 1-25,text,true,,1048,119,50,50,https://rokomari.com/login,304,0,180
1673207080280,3465,login-1,200,OK,rokomari 1-25,text,true,,81737,123,50,50,https://www.rokomari.com/login,581,0,332
1673207080155,3743,login,200,OK,rokomari 1-33,text,true,,82783,242,50,50,https://www.rokomari.com/login,458,0,301
1673207080155,458,login-0,301,Moved Permanently,rokomari 1-33,text,true,,1044,119,50,50,https://rokomari.com/login,458,0,301
1673207080614,3284,login-1,200,OK,rokomari 1-33,text,true,,81739,123,50,50,https://www.rokomari.com/login,786,0,449
1673207080275,3969,login,200,OK,rokomari 1-40,text,true,,82779,242,50,50,https://www.rokomari.com/login,533,0,308
1673207080275,533,login-0,301,Moved Permanently,rokomari 1-40,text,true,,1044,119,50,50,https://rokomari.com/login,533,0,308
1673207080809,3435,login-1,200,OK,rokomari 1-40,text,true,,81735,123,50,50,https://www.rokomari.com/login,1028,0,473
1673207079656,4643,login,200,OK,rokomari 1-9,text,true,,82783,242,50,50,https://www.rokomari.com/login,691,0,517
1673207079656,694,login-0,301,Moved Permanently,rokomari 1-9,text,true,,1038,119,50,50,https://rokomari.com/login,691,0,517
1673207080351,3948,login-1,200,OK,rokomari 1-9,text,true,,81745,123,50,50,https://www.rokomari.com/login,542,0,291
1673207080194,4374,login,200,OK,rokomari 1-36,text,true,,82773,242,50,50,https://www.rokomari.com/login,469,0,308
1673207080194,472,login-0,301,Moved Permanently,rokomari 1-36,text,true,,1038,119,50,50,https://rokomari.com/login,469,0,308
1673207080667,3901,login-1,200,OK,rokomari 1-36,text,true,,81735,123,50,50,https://www.rokomari.com/login,935,0,461
1673207080296,4358,login,200,OK,rokomari 1-41,text,true,,82785,242,50,50,https://www.rokomari.com/login,1186,0,783
1673207080296,1187,login-0,301,Moved Permanently,rokomari 1-41,text,true,,1044,119,50,50,https://rokomari.com/login,1186,0,783
1673207081484,3170,login-1,200,OK,rokomari 1-41,text,true,,81741,123,50,50,https://www.rokomari.com/login,1654,0,1113
1673207079737,5222,login,200,OK,rokomari 1-13,text,true,,82779,242,50,50,https://www.rokomari.com/login,2570,0,2020
1673207079737,2570,login-0,301,Moved Permanently,rokomari 1-13,text,true,,1040,119,50,50,https://rokomari.com/login,2570,0,2020
1673207082308,2651,login-1,200,OK,rokomari 1-13,text,true,,81739,123,50,50,https://www.rokomari.com/login,1645,0,1074
1673207079854,5250,login,200,OK,rokomari 1-19,text,true,,82781,242,50,50,https://www.rokomari.com/login,420,0,288
1673207079854,420,login-0,301,Moved Permanently,rokomari 1-19,text,true,,1040,119,50,50,https://rokomari.com/login,420,0,288
1673207080275,4829,login-1,200,OK,rokomari 1-19,text,true,,81741,123,50,50,https://www.rokomari.com/login,1389,0,331
1673207080314,4831,login,200,OK,rokomari 1-42,text,true,,82779,242,50,50,https://www.rokomari.com/login,1171,0,757
1673207080314,1172,login-0,301,Moved Permanently,rokomari 1-42,text,true,,1038,119,50,50,https://rokomari.com/login,1171,0,757
1673207081486,3659,login-1,200,OK,rokomari 1-42,text,true,,81741,123,50,50,https://www.rokomari.com/login,1677,0,1125
1673207080215,5123,login,200,OK,rokomari 1-37,text,true,,82785,242,50,50,https://www.rokomari.com/login,490,0,308
1673207080215,490,login-0,301,Moved Permanently,rokomari 1-37,text,true,,1042,119,50,50,https://rokomari.com/login,490,0,308
1673207080705,4633,login-1,200,OK,rokomari 1-37,text,true,,81743,123,50,50,https://www.rokomari.com/login,2683,0,2113
1673207083369,2136,book,200,OK,rokomari 1-48,text,true,,119861,240,50,50,https://www.rokomari.com/book,564,0,0
