timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673208282789,7195,login-1,200,OK,rokomari 1-41,text,true,,81818,123,100,100,https://www.rokomari.com/login,2690,0,2120
1673208281747,8676,login,200,OK,rokomari 1-27,text,true,,82850,242,100,100,https://www.rokomari.com/login,3082,0,2578
1673208281747,3082,login-0,301,Moved Permanently,rokomari 1-27,text,true,,1034,119,100,100,https://rokomari.com/login,3082,0,2578
1673208284831,5592,login-1,200,OK,rokomari 1-27,text,true,,81816,123,100,100,https://www.rokomari.com/login,2672,0,2114
1673208281726,8737,login,200,OK,rokomari 1-25,text,true,,82860,242,100,100,https://www.rokomari.com/login,2488,0,1626
1673208281726,2488,login-0,301,Moved Permanently,rokomari 1-25,text,true,,1042,119,100,100,https://rokomari.com/login,2488,0,1626
1673208284215,6248,login-1,200,OK,rokomari 1-25,text,true,,81818,123,100,100,https://www.rokomari.com/login,1594,0,1020
1673208282225,8546,login,200,OK,rokomari 1-71,text,true,,82858,242,100,100,https://www.rokomari.com/login,2092,0,1134
1673208282225,2092,login-0,301,Moved Permanently,rokomari 1-71,text,true,,1040,119,100,100,https://rokomari.com/login,2092,0,1134
1673208284318,6453,login-1,200,OK,rokomari 1-71,text,true,,81818,123,100,100,https://www.rokomari.com/login,3540,0,1016
1673208282382,8468,login,200,OK,rokomari 1-90,text,true,,82863,242,100,100,https://www.rokomari.com/login,722,0,600
1673208282382,723,login-0,301,Moved Permanently,rokomari 1-90,text,true,,1044,119,100,100,https://rokomari.com/login,722,0,600
1673208283106,7744,login-1,200,OK,rokomari 1-90,text,true,,81819,123,100,100,https://www.rokomari.com/login,2071,0,649
1673208282226,8662,login,200,OK,rokomari 1-72,text,true,,82872,242,100,100,https://www.rokomari.com/login,1522,0,1122
1673208282226,1522,login-0,301,Moved Permanently,rokomari 1-72,text,true,,1052,119,100,100,https://rokomari.com/login,1522,0,1122
1673208283749,7139,login-1,200,OK,rokomari 1-72,text,true,,81820,123,100,100,https://www.rokomari.com/login,1679,0,1084
1673208281686,9316,login,200,OK,rokomari 1-17,text,true,,82854,242,100,100,https://www.rokomari.com/login,1118,0,923
1673208281686,1120,login-0,301,Moved Permanently,rokomari 1-17,text,true,,1042,119,100,100,https://rokomari.com/login,1118,0,923
1673208282806,8196,login-1,200,OK,rokomari 1-17,text,true,,81812,123,100,100,https://www.rokomari.com/login,1213,0,344
1673208282441,8682,login,200,OK,rokomari 1-92,text,true,,82860,242,100,100,https://www.rokomari.com/login,472,0,273
1673208282441,475,login-0,301,Moved Permanently,rokomari 1-92,text,true,,1040,119,100,100,https://rokomari.com/login,472,0,273
1673208282916,8207,login-1,200,OK,rokomari 1-92,text,true,,81820,123,100,100,https://www.rokomari.com/login,707,0,329
1673208282476,8681,login,200,OK,rokomari 1-93,text,true,,82860,242,100,100,https://www.rokomari.com/login,551,0,376
1673208282476,554,login-0,301,Moved Permanently,rokomari 1-93,text,true,,1038,119,100,100,https://rokomari.com/login,551,0,376
1673208283031,8126,login-1,200,OK,rokomari 1-93,text,true,,81822,123,100,100,https://www.rokomari.com/login,794,0,416
1673208282285,8968,login,200,OK,rokomari 1-79,text,true,,82858,242,100,100,https://www.rokomari.com/login,2418,0,1034
1673208282285,2420,login-0,301,Moved Permanently,rokomari 1-79,text,true,,1044,119,100,100,https://rokomari.com/login,2418,0,1034
1673208284705,6548,login-1,200,OK,rokomari 1-79,text,true,,81814,123,100,100,https://www.rokomari.com/login,1584,0,1017
1673208281939,9344,login,200,OK,rokomari 1-46,text,true,,82858,242,100,100,https://www.rokomari.com/login,1734,0,1366
1673208281939,1734,login-0,301,Moved Permanently,rokomari 1-46,text,true,,1042,119,100,100,https://rokomari.com/login,1734,0,1366
1673208283673,7610,login-1,200,OK,rokomari 1-46,text,true,,81816,123,100,100,https://www.rokomari.com/login,1572,0,1058
1673208281686,10115,login,200,OK,rokomari 1-11,text,true,,82862,242,100,100,https://www.rokomari.com/login,3640,0,3080
1673208281686,3640,login-0,301,Moved Permanently,rokomari 1-11,text,true,,1048,119,100,100,https://rokomari.com/login,3640,0,3080
1673208285327,6474,login-1,200,OK,rokomari 1-11,text,true,,81814,123,100,100,https://www.rokomari.com/login,1679,0,1116
1673208282009,9882,login,200,OK,rokomari 1-53,text,true,,82859,242,100,100,https://www.rokomari.com/login,790,0,576
1673208282009,790,login-0,301,Moved Permanently,rokomari 1-53,text,true,,1038,119,100,100,https://rokomari.com/login,790,0,576
1673208282800,9091,login-1,200,OK,rokomari 1-53,text,true,,81821,123,100,100,https://www.rokomari.com/login,500,0,348
1673208281686,10206,login,200,OK,rokomari 1-13,text,true,,82856,242,100,100,https://www.rokomari.com/login,2578,0,1675
1673208281686,2578,login-0,301,Moved Permanently,rokomari 1-13,text,true,,1040,119,100,100,https://rokomari.com/login,2578,0,1675
1673208284265,7627,login-1,200,OK,rokomari 1-13,text,true,,81816,123,100,100,https://www.rokomari.com/login,2603,0,1008
1673208281688,10242,login,200,OK,rokomari 1-6,text,true,,82862,242,100,100,https://www.rokomari.com/login,6117,0,3304
1673208281688,6118,login-0,301,Moved Permanently,rokomari 1-6,text,true,,1042,119,100,100,https://rokomari.com/login,6117,0,3304
1673208287807,4123,login-1,200,OK,rokomari 1-6,text,true,,81820,123,100,100,https://www.rokomari.com/login,1652,0,1068
1673208281918,10055,login,200,OK,rokomari 1-44,text,true,,82856,242,100,100,https://www.rokomari.com/login,1504,0,669
1673208281918,1506,login-0,301,Moved Permanently,rokomari 1-44,text,true,,1044,119,100,100,https://rokomari.com/login,1504,0,669
1673208283424,8549,login-1,200,OK,rokomari 1-44,text,true,,81812,123,100,100,https://www.rokomari.com/login,1493,0,956
1673208281949,10049,login,200,OK,rokomari 1-47,text,true,,82860,242,100,100,https://www.rokomari.com/login,3416,0,2837
1673208281949,3417,login-0,301,Moved Permanently,rokomari 1-47,text,true,,1048,119,100,100,https://rokomari.com/login,3416,0,2837
1673208285366,6632,login-1,200,OK,rokomari 1-47,text,true,,81812,123,100,100,https://www.rokomari.com/login,2210,0,1107
1673208281767,10374,login,200,OK,rokomari 1-29,text,true,,82856,242,100,100,https://www.rokomari.com/login,3098,0,2574
1673208281767,3098,login-0,301,Moved Permanently,rokomari 1-29,text,true,,1040,119,100,100,https://rokomari.com/login,3098,0,2574
1673208284866,7275,login-1,200,OK,rokomari 1-29,text,true,,81816,123,100,100,https://www.rokomari.com/login,2243,0,1127
1673208282135,10010,login,200,OK,rokomari 1-65,text,true,,82854,242,100,100,https://www.rokomari.com/login,659,0,443
1673208282135,659,login-0,301,Moved Permanently,rokomari 1-65,text,true,,1040,119,100,100,https://rokomari.com/login,659,0,443
1673208282795,9350,login-1,200,OK,rokomari 1-65,text,true,,81814,123,100,100,https://www.rokomari.com/login,731,0,342
1673208282380,9785,login,200,OK,rokomari 1-85,text,true,,82854,242,100,100,https://www.rokomari.com/login,2578,0,2067
1673208282380,2578,login-0,301,Moved Permanently,rokomari 1-85,text,true,,1040,119,100,100,https://rokomari.com/login,2578,0,2067
1673208284959,7206,login-1,200,OK,rokomari 1-85,text,true,,81814,123,100,100,https://www.rokomari.com/login,1683,0,1114
1673208282476,9743,login,200,OK,rokomari 1-97,text,true,,82848,242,100,100,https://www.rokomari.com/login,2467,0,1923
1673208282476,2467,login-0,301,Moved Permanently,rokomari 1-97,text,true,,1038,119,100,100,https://rokomari.com/login,2467,0,1923
1673208284944,7275,login-1,200,OK,rokomari 1-97,text,true,,81810,123,100,100,https://www.rokomari.com/login,2234,0,1118
1673208281686,10617,login,200,OK,rokomari 1-16,text,true,,82858,242,100,100,https://www.rokomari.com/login,2588,0,2010
1673208281686,2588,login-0,301,Moved Permanently,rokomari 1-16,text,true,,1042,119,100,100,https://rokomari.com/login,2588,0,2010
1673208284274,8029,login-1,200,OK,rokomari 1-16,text,true,,81816,123,100,100,https://www.rokomari.com/login,2116,0,1015
1673208282018,10361,login,200,OK,rokomari 1-54,text,true,,82856,242,100,100,https://www.rokomari.com/login,2835,0,2317
1673208282018,2835,login-0,301,Moved Permanently,rokomari 1-54,text,true,,1038,119,100,100,https://rokomari.com/login,2835,0,2317
1673208284853,7526,login-1,200,OK,rokomari 1-54,text,true,,81818,123,100,100,https://www.rokomari.com/login,1697,0,1124
1673208281686,10790,login,200,OK,rokomari 1-19,text,true,,82864,242,100,100,https://www.rokomari.com/login,2804,0,892
1673208281686,2804,login-0,301,Moved Permanently,rokomari 1-19,text,true,,1040,119,100,100,https://rokomari.com/login,2804,0,892
1673208284491,7985,login-1,200,OK,rokomari 1-19,text,true,,81824,123,100,100,https://www.rokomari.com/login,1608,0,1045
1673208281867,11285,login,200,OK,rokomari 1-39,text,true,,82850,242,100,100,https://www.rokomari.com/login,1012,0,803
1673208281867,1013,login-0,301,Moved Permanently,rokomari 1-39,text,true,,1038,119,100,100,https://rokomari.com/login,1012,0,803
1673208282881,10271,login-1,200,OK,rokomari 1-39,text,true,,81812,123,100,100,https://www.rokomari.com/login,578,0,311
1673208282107,11233,login,200,OK,rokomari 1-63,text,true,,82864,242,100,100,https://www.rokomari.com/login,2050,0,1173
1673208282107,2050,login-0,301,Moved Permanently,rokomari 1-63,text,true,,1046,119,100,100,https://rokomari.com/login,2050,0,1173
1673208284159,9181,login-1,200,OK,rokomari 1-63,text,true,,81818,123,100,100,https://www.rokomari.com/login,1548,0,1016
1673208281686,11767,login,200,OK,rokomari 1-1,text,true,,82856,242,100,100,https://www.rokomari.com/login,3146,0,2637
1673208281686,3146,login-0,301,Moved Permanently,rokomari 1-1,text,true,,1040,119,100,100,https://rokomari.com/login,3146,0,2637
1673208284832,8621,login-1,200,OK,rokomari 1-1,text,true,,81816,123,100,100,https://www.rokomari.com/login,2685,0,2118
1673208282286,11341,login,200,OK,rokomari 1-80,text,true,,82856,242,100,100,https://www.rokomari.com/login,4149,0,2551
1673208282286,4149,login-0,301,Moved Permanently,rokomari 1-80,text,true,,1038,119,100,100,https://rokomari.com/login,4149,0,2551
1673208286435,7192,login-1,200,OK,rokomari 1-80,text,true,,81818,123,100,100,https://www.rokomari.com/login,3718,0,1118
1673208281789,11868,login,200,OK,rokomari 1-31,text,true,,82854,242,100,100,https://www.rokomari.com/login,1297,0,1163
1673208281789,1298,login-0,301,Moved Permanently,rokomari 1-31,text,true,,1042,119,100,100,https://rokomari.com/login,1297,0,1163
1673208283088,10569,login-1,200,OK,rokomari 1-31,text,true,,81812,123,100,100,https://www.rokomari.com/login,1210,0,620
1673208282171,11668,login,200,OK,rokomari 1-69,text,true,,82854,242,100,100,https://www.rokomari.com/login,2001,0,1178
1673208282171,2001,login-0,301,Moved Permanently,rokomari 1-69,text,true,,1040,119,100,100,https://rokomari.com/login,2001,0,1178
1673208284173,9666,login-1,200,OK,rokomari 1-69,text,true,,81814,123,100,100,https://www.rokomari.com/login,1553,0,1003
1673208281687,12300,login,200,OK,rokomari 1-21,text,true,,82856,242,100,100,https://www.rokomari.com/login,4157,0,1677
1673208281687,4157,login-0,301,Moved Permanently,rokomari 1-21,text,true,,1042,119,100,100,https://rokomari.com/login,4157,0,1677
1673208285845,8142,login-1,200,OK,rokomari 1-21,text,true,,81814,123,100,100,https://www.rokomari.com/login,3721,0,3151
1673208282378,11813,login,200,OK,rokomari 1-82,text,true,,82852,242,100,100,https://www.rokomari.com/login,5144,0,1360
1673208282378,5145,login-0,301,Moved Permanently,rokomari 1-82,text,true,,1038,119,100,100,https://rokomari.com/login,5144,0,1360
1673208287524,6667,login-1,200,OK,rokomari 1-82,text,true,,81814,123,100,100,https://www.rokomari.com/login,3696,0,3129
1673208282050,12273,login,200,OK,rokomari 1-57,text,true,,82852,242,100,100,https://www.rokomari.com/login,2880,0,2338
1673208282050,2880,login-0,301,Moved Permanently,rokomari 1-57,text,true,,1036,119,100,100,https://rokomari.com/login,2880,0,2338
1673208284930,9393,login-1,200,OK,rokomari 1-57,text,true,,81816,123,100,100,https://www.rokomari.com/login,3661,0,3105
1673208282443,11895,login,200,OK,rokomari 1-96,text,true,,82860,242,100,100,https://www.rokomari.com/login,490,0,279
1673208282443,491,login-0,301,Moved Permanently,rokomari 1-96,text,true,,1044,119,100,100,https://rokomari.com/login,490,0,279
1673208282935,11403,login-1,200,OK,rokomari 1-96,text,true,,81816,123,100,100,https://www.rokomari.com/login,774,0,388
1673208282321,12059,login,200,OK,rokomari 1-84,text,true,,82858,242,100,100,https://www.rokomari.com/login,3121,0,2539
1673208282321,3121,login-0,301,Moved Permanently,rokomari 1-84,text,true,,1042,119,100,100,https://rokomari.com/login,3121,0,2539
1673208285442,8938,login-1,200,OK,rokomari 1-84,text,true,,81816,123,100,100,https://www.rokomari.com/login,3723,0,2112
1673208281688,12745,login,200,OK,rokomari 1-18,text,true,,82850,242,100,100,https://www.rokomari.com/login,2641,0,2056
1673208281688,2641,login-0,301,Moved Permanently,rokomari 1-18,text,true,,1042,119,100,100,https://rokomari.com/login,2641,0,2056
1673208284330,10103,login-1,200,OK,rokomari 1-18,text,true,,81808,123,100,100,https://www.rokomari.com/login,3144,0,2585
1673208282376,12147,login,200,OK,rokomari 1-81,text,true,,82852,242,100,100,https://www.rokomari.com/login,1289,0,922
1673208282376,1289,login-0,301,Moved Permanently,rokomari 1-81,text,true,,1038,119,100,100,https://rokomari.com/login,1289,0,922
1673208283665,10858,login-1,200,OK,rokomari 1-81,text,true,,81814,123,100,100,https://www.rokomari.com/login,1588,0,1066
1673208281688,13009,login,200,OK,rokomari 1-2,text,true,,82854,242,100,100,https://www.rokomari.com/login,6862,0,3308
1673208281688,6862,login-0,301,Moved Permanently,rokomari 1-2,text,true,,1040,119,100,100,https://rokomari.com/login,6862,0,3308
1673208288551,6146,login-1,200,OK,rokomari 1-2,text,true,,81814,123,100,100,https://www.rokomari.com/login,1687,0,1103
1673208282146,12655,login,200,OK,rokomari 1-67,text,true,,82856,242,100,100,https://www.rokomari.com/login,2755,0,2232
1673208282146,2755,login-0,301,Moved Permanently,rokomari 1-67,text,true,,1044,119,100,100,https://rokomari.com/login,2755,0,2232
1673208284902,9899,login-1,200,OK,rokomari 1-67,text,true,,81812,123,100,100,https://www.rokomari.com/login,2687,0,2126
1673208281686,13171,login,200,OK,rokomari 1-4,text,true,,82854,242,100,100,https://www.rokomari.com/login,2044,0,1659
1673208281686,2044,login-0,301,Moved Permanently,rokomari 1-4,text,true,,1038,119,100,100,https://rokomari.com/login,2044,0,1659
1673208283730,11127,login-1,200,OK,rokomari 1-4,text,true,,81816,123,100,100,https://www.rokomari.com/login,2204,0,1069
1673208281758,13131,login,200,OK,rokomari 1-28,text,true,,82858,242,100,100,https://www.rokomari.com/login,3594,0,3022
1673208281758,3594,login-0,301,Moved Permanently,rokomari 1-28,text,true,,1034,119,100,100,https://rokomari.com/login,3594,0,3022
1673208285353,9536,login-1,200,OK,rokomari 1-28,text,true,,81824,123,100,100,https://www.rokomari.com/login,4418,0,3287
1673208282381,12558,login,200,OK,rokomari 1-86,text,true,,82858,242,100,100,https://www.rokomari.com/login,2352,0,1848
1673208282381,2352,login-0,301,Moved Permanently,rokomari 1-86,text,true,,1042,119,100,100,https://rokomari.com/login,2352,0,1848
1673208284733,10206,login-1,200,OK,rokomari 1-86,text,true,,81816,123,100,100,https://www.rokomari.com/login,3671,0,3134
1673208282467,12680,login,200,OK,rokomari 1-99,text,true,,82860,242,100,100,https://www.rokomari.com/login,3873,0,3306
1673208282467,3873,login-0,301,Moved Permanently,rokomari 1-99,text,true,,1040,119,100,100,https://rokomari.com/login,3873,0,3306
1673208286340,8807,login-1,200,OK,rokomari 1-99,text,true,,81820,123,100,100,https://www.rokomari.com/login,1653,0,1109
1673208282178,13210,login,200,OK,rokomari 1-70,text,true,,82852,242,100,100,https://www.rokomari.com/login,2120,0,1524
1673208282178,2121,login-0,301,Moved Permanently,rokomari 1-70,text,true,,1038,119,100,100,https://rokomari.com/login,2120,0,1524
1673208284299,11089,login-1,200,OK,rokomari 1-70,text,true,,81814,123,100,100,https://www.rokomari.com/login,2614,0,1016
1673208282382,13206,login,200,OK,rokomari 1-89,text,true,,82854,242,100,100,https://www.rokomari.com/login,5141,0,1359
1673208282382,5141,login-0,301,Moved Permanently,rokomari 1-89,text,true,,1038,119,100,100,https://rokomari.com/login,5141,0,1359
1673208287524,8064,login-1,200,OK,rokomari 1-89,text,true,,81816,123,100,100,https://www.rokomari.com/login,1665,0,1108
1673208281710,14027,login,200,OK,rokomari 1-23,text,true,,82858,242,100,100,https://www.rokomari.com/login,9349,0,3286
1673208281710,9349,login-0,301,Moved Permanently,rokomari 1-23,text,true,,1044,119,100,100,https://rokomari.com/login,9349,0,3286
1673208291061,4676,login-1,200,OK,rokomari 1-23,text,true,,81814,123,100,100,https://www.rokomari.com/login,1691,0,1130
1673208282320,13458,login,200,OK,rokomari 1-83,text,true,,82868,242,100,100,https://www.rokomari.com/login,805,0,678
1673208282320,808,login-0,301,Moved Permanently,rokomari 1-83,text,true,,1052,119,100,100,https://rokomari.com/login,805,0,678
1673208283129,12649,login-1,200,OK,rokomari 1-83,text,true,,81816,123,100,100,https://www.rokomari.com/login,2128,0,633
1673208282218,13717,login,200,OK,rokomari 1-73,text,true,,82854,242,100,100,https://www.rokomari.com/login,1999,0,1139
1673208282218,1999,login-0,301,Moved Permanently,rokomari 1-73,text,true,,1040,119,100,100,https://rokomari.com/login,1999,0,1139
1673208284218,11717,login-1,200,OK,rokomari 1-73,text,true,,81814,123,100,100,https://www.rokomari.com/login,1585,0,1010
1673208281819,14181,login,200,OK,rokomari 1-34,text,true,,82858,242,100,100,https://www.rokomari.com/login,3739,0,3176
1673208281819,3739,login-0,301,Moved Permanently,rokomari 1-34,text,true,,1046,119,100,100,https://rokomari.com/login,3739,0,3176
1673208285558,10442,login-1,200,OK,rokomari 1-34,text,true,,81812,123,100,100,https://www.rokomari.com/login,2223,0,1124
1673208282257,13841,login,200,OK,rokomari 1-78,text,true,,82860,242,100,100,https://www.rokomari.com/login,2192,0,1627
1673208282257,2192,login-0,301,Moved Permanently,rokomari 1-78,text,true,,1042,119,100,100,https://rokomari.com/login,2192,0,1627
1673208284449,11649,login-1,200,OK,rokomari 1-78,text,true,,81818,123,100,100,https://www.rokomari.com/login,2166,0,1062
1673208281989,14256,login,200,OK,rokomari 1-51,text,true,,82852,242,100,100,https://www.rokomari.com/login,3549,0,2987
1673208281989,3549,login-0,301,Moved Permanently,rokomari 1-51,text,true,,1042,119,100,100,https://rokomari.com/login,3549,0,2987
1673208285538,10707,login-1,200,OK,rokomari 1-51,text,true,,81810,123,100,100,https://www.rokomari.com/login,3708,0,3148
1673208281830,14769,login,200,OK,rokomari 1-35,text,true,,82864,242,100,100,https://www.rokomari.com/login,3095,0,2556
1673208281830,3095,login-0,301,Moved Permanently,rokomari 1-35,text,true,,1042,119,100,100,https://rokomari.com/login,3095,0,2556
1673208284926,11673,login-1,200,OK,rokomari 1-35,text,true,,81822,123,100,100,https://www.rokomari.com/login,3671,0,3109
1673208281906,14792,login,200,OK,rokomari 1-43,text,true,,82860,242,100,100,https://www.rokomari.com/login,1173,0,1029
1673208281906,1174,login-0,301,Moved Permanently,rokomari 1-43,text,true,,1046,119,100,100,https://rokomari.com/login,1173,0,1029
1673208283081,13617,login-1,200,OK,rokomari 1-43,text,true,,81814,123,100,100,https://www.rokomari.com/login,1181,0,607
